date,importance,description
2020-11-25,L,Core PCE Price Index m/m
2020-11-25,L,New Home Sales
2020-11-25,L,Personal Income m/m
2020-11-25,L,Personal Spending m/m
2020-11-25,L,Revised UoM Inflation Expectations
2020-11-25,L,Crude Oil Inventories
2020-11-25,L,Natural Gas Storage
2020-11-25,H,FOMC Meeting Minutes
2020-11-26,N,Bank Holiday
2020-11-30,M,Chicago PMI
2020-11-30,M,Pending Home Sales m/m
2020-12-01,L,Final Manufacturing PMI
2020-12-01,H,Fed Chair Powell Testifies
2020-12-01,H,ISM Manufacturing PMI
2020-12-01,L,Construction Spending m/m
2020-12-01,L,ISM Manufacturing Prices
2020-12-01,L,Wards Total Vehicle Sales
2020-12-01,L,FOMC Member Brainard Speaks
2020-12-02,M,ADP Non-Farm Employment Change
2020-12-02,L,FOMC Member Quarles Speaks
2020-12-02,H,Fed Chair Powell Testifies
2020-12-02,L,FOMC Member Harker Speaks
2020-12-02,L,Crude Oil Inventories
2020-12-02,L,FOMC Member Williams Speaks
2020-12-02,L,Beige Book
2020-12-03,L,Challenger Job Cuts y/y
2020-12-03,M,Unemployment Claims
2020-12-03,L,Final Services PMI
2020-12-03,M,ISM Services PMI
2020-12-03,L,Natural Gas Storage
2020-12-04,H,Average Hourly Earnings m/m
2020-12-04,H,Non-Farm Employment Change
2020-12-04,H,Unemployment Rate
2020-12-04,L,Trade Balance
2020-12-04,L,Factory Orders m/m
2020-12-04,L,FOMC Member Bowman Speaks
2020-12-07,L,Consumer Credit m/m
2020-12-08,L,NFIB Small Business Index
2020-12-08,L,Revised Nonfarm Productivity q/q
2020-12-08,L,Revised Unit Labor Costs q/q
2020-12-08,L,RCM/TIPP Economic Optimism
2020-12-09,L,Final Wholesale Inventories m/m
2020-12-09,L,JOLTS Job Openings
2020-12-09,L,Crude Oil Inventories
2020-12-09,L,10-y Bond Auction
2020-12-10,H,CPI y/y
2020-12-10,M,Core CPI m/m
2020-12-10,M,CPI m/m
2020-12-10,M,Unemployment Claims
2020-12-10,L,Natural Gas Storage
2020-12-10,L,30-y Bond Auction
2020-12-10,L,Federal Budget Balance
2020-12-11,M,Core PPI m/m
2020-12-11,M,PPI m/m
2020-12-11,L,Prelim UoM Consumer Sentiment
2020-12-11,L,Prelim UoM Inflation Expectations
2020-12-15,L,Empire State Manufacturing Index
2020-12-15,L,Import Prices m/m
2020-12-15,L,Capacity Utilization Rate
2020-12-15,L,Industrial Production m/m
2020-12-15,L,TIC Long-Term Purchases
2020-12-16,H,Core Retail Sales m/m
2020-12-16,H,Retail Sales m/m
2020-12-16,M,Treasury Currency Report
2020-12-16,H,Flash Manufacturing PMI
2020-12-16,M,Flash Services PMI
2020-12-16,L,Business Inventories m/m
2020-12-16,L,NAHB Housing Market Index
2020-12-16,L,Crude Oil Inventories
2020-12-16,H,FOMC Economic Projections
2020-12-16,H,FOMC Statement
2020-12-16,M,Federal Funds Rate
2020-12-16,H,FOMC Press Conference
2020-12-17,M,Philly Fed Manufacturing Index
2020-12-17,M,Unemployment Claims
2020-12-17,L,Building Permits
2020-12-17,L,Housing Starts
2020-12-17,L,Natural Gas Storage
2020-12-18,L,Current Account
2020-12-18,L,CB Leading Index m/m
2020-12-18,L,FOMC Member Brainard Speaks
2020-12-18,L,Bank Stress Test Results
2020-12-22,M,Final GDP q/q
2020-12-22,L,Final GDP Price Index q/q
2020-12-22,L,Richmond Manufacturing Index
2020-12-22,L,CB Consumer Confidence
2020-12-22,L,Existing Home Sales
2020-12-23,L,Core Durable Goods Orders m/m
2020-12-23,L,Core PCE Price Index m/m
2020-12-23,L,Durable Goods Orders m/m
2020-12-23,L,Personal Income m/m
2020-12-23,L,Personal Spending m/m
2020-12-23,L,Unemployment Claims
2020-12-23,L,HPI m/m
2020-12-23,L,New Home Sales
2020-12-23,L,Revised UoM Consumer Sentiment
2020-12-23,L,Revised UoM Inflation Expectations
2020-12-23,L,Crude Oil Inventories
2020-12-23,L,Natural Gas Storage
2020-12-25,N,Bank Holiday
2020-12-29,L,S&P/CS Composite-20 HPI y/y
2020-12-30,L,Goods Trade Balance
2020-12-30,L,Prelim Wholesale Inventories m/m
2020-12-30,L,Chicago PMI
2020-12-30,L,Pending Home Sales m/m
2020-12-30,L,Crude Oil Inventories
2020-12-31,L,Unemployment Claims
2020-12-31,L,Natural Gas Storage
2021-01-01,N,Bank Holiday
2021-01-04,L,Final Manufacturing PMI
2021-01-04,L,Construction Spending m/m
2021-01-04,L,FOMC Member Bostic Speaks
2021-01-04,L,FOMC Member Evans Speaks
2021-01-05,M,ISM Manufacturing PMI
2021-01-05,L,ISM Manufacturing Prices
2021-01-05,L,Wards Total Vehicle Sales
2021-01-05,L,FOMC Member Evans Speaks
2021-01-06,M,ADP Non-Farm Employment Change
2021-01-06,L,Final Services PMI
2021-01-06,L,Factory Orders m/m
2021-01-06,L,Crude Oil Inventories
2021-01-06,H,FOMC Meeting Minutes
2021-01-07,L,Challenger Job Cuts y/y
2021-01-07,M,Unemployment Claims
2021-01-07,L,Trade Balance
2021-01-07,M,ISM Services PMI
2021-01-07,L,Natural Gas Storage
2021-01-07,L,FOMC Member Evans Speaks
2021-01-08,H,Average Hourly Earnings m/m
2021-01-08,H,Non-Farm Employment Change
2021-01-08,H,Unemployment Rate
2021-01-08,L,Final Wholesale Inventories m/m
2021-01-08,L,FOMC Member Clarida Speaks
2021-01-08,L,Consumer Credit m/m
2021-01-11,L,FOMC Member Bostic Speaks
2021-01-12,L,NFIB Small Business Index
2021-01-12,L,FOMC Member Brainard Speaks
2021-01-12,L,JOLTS Job Openings
2021-01-12,L,RCM/TIPP Economic Optimism
2021-01-12,L,10-y Bond Auction
2021-01-13,H,CPI y/y
2021-01-13,M,Core CPI m/m
2021-01-13,M,CPI m/m
2021-01-13,L,Crude Oil Inventories
2021-01-13,L,FOMC Member Brainard Speaks
2021-01-13,L,30-y Bond Auction
2021-01-13,L,Beige Book
2021-01-13,L,Federal Budget Balance
2021-01-13,L,FOMC Member Clarida Speaks
2021-01-14,L,Import Prices m/m
2021-01-14,L,Unemployment Claims
2021-01-14,L,Natural Gas Storage
2021-01-14,H,Fed Chair Powell Speaks
2021-01-14,H,President Biden Speaks
2021-01-15,H,Core Retail Sales m/m
2021-01-15,H,Retail Sales m/m
2021-01-15,L,Core PPI m/m
2021-01-15,L,Empire State Manufacturing Index
2021-01-15,L,PPI m/m
2021-01-15,L,Capacity Utilization Rate
2021-01-15,L,Industrial Production m/m
2021-01-15,L,Business Inventories m/m
2021-01-15,L,Prelim UoM Consumer Sentiment
2021-01-15,L,Prelim UoM Inflation Expectations
2021-01-18,N,Bank Holiday
2021-01-19,L,TIC Long-Term Purchases
2021-01-20,L,NAHB Housing Market Index
2021-01-20,H,President Biden Speaks
2021-01-21,M,Philly Fed Manufacturing Index
2021-01-21,M,Unemployment Claims
2021-01-21,L,Building Permits
2021-01-21,L,Housing Starts
2021-01-22,M,Flash Manufacturing PMI
2021-01-22,L,Flash Services PMI
2021-01-22,L,Existing Home Sales
2021-01-22,L,Natural Gas Storage
2021-01-22,L,Crude Oil Inventories
2021-01-26,L,HPI m/m
2021-01-26,L,S&P/CS Composite-20 HPI y/y
2021-01-26,L,Richmond Manufacturing Index
2021-01-26,M,CB Consumer Confidence
2021-01-27,L,Core Durable Goods Orders m/m
2021-01-27,L,Durable Goods Orders m/m
2021-01-27,L,Crude Oil Inventories
2021-01-27,H,FOMC Statement
2021-01-27,M,Federal Funds Rate
2021-01-27,H,FOMC Press Conference
2021-01-28,H,Advance GDP q/q
2021-01-28,M,Unemployment Claims
2021-01-28,L,Goods Trade Balance
2021-01-28,L,Prelim Wholesale Inventories m/m
2021-01-28,M,Advance GDP Price Index q/q
2021-01-28,M,CB Leading Index m/m
2021-01-28,L,New Home Sales
2021-01-28,L,Natural Gas Storage
2021-01-29,L,Core PCE Price Index m/m
2021-01-29,L,Employment Cost Index q/q
2021-01-29,L,Personal Income m/m
2021-01-29,L,Personal Spending m/m
2021-01-29,L,Chicago PMI
2021-01-29,L,Pending Home Sales m/m
2021-01-29,L,Revised UoM Consumer Sentiment
2021-01-29,L,Revised UoM Inflation Expectations
2021-02-01,L,Final Manufacturing PMI
2021-02-01,H,ISM Manufacturing PMI
2021-02-01,L,Construction Spending m/m
2021-02-01,L,ISM Manufacturing Prices
2021-02-01,L,FOMC Member Bostic Speaks
2021-02-01,L,Loan Officer Survey
2021-02-02,L,RCM/TIPP Economic Optimism
2021-02-02,L,Wards Total Vehicle Sales
2021-02-03,M,ADP Non-Farm Employment Change
2021-02-03,L,Final Services PMI
2021-02-03,M,ISM Services PMI
2021-02-03,M,Crude Oil Inventories
2021-02-03,L,FOMC Member Evans Speaks
2021-02-04,L,Challenger Job Cuts y/y
2021-02-04,M,Unemployment Claims
2021-02-04,L,Prelim Nonfarm Productivity q/q
2021-02-04,L,Prelim Unit Labor Costs q/q
2021-02-04,L,Factory Orders m/m
2021-02-04,L,Natural Gas Storage
2021-02-04,L,FOMC Member Daly Speaks
2021-02-05,H,Average Hourly Earnings m/m
2021-02-05,H,Non-Farm Employment Change
2021-02-05,H,Unemployment Rate
2021-02-05,L,Trade Balance
2021-02-05,L,Consumer Credit m/m
2021-02-09,L,NFIB Small Business Index
2021-02-09,L,JOLTS Job Openings
2021-02-10,H,CPI m/m
2021-02-10,H,CPI y/y
2021-02-10,M,Core CPI m/m
2021-02-10,L,Final Wholesale Inventories m/m
2021-02-10,M,Crude Oil Inventories
2021-02-10,L,10-y Bond Auction
2021-02-10,H,Fed Chair Powell Speaks
2021-02-10,L,Federal Budget Balance
2021-02-11,M,Unemployment Claims
2021-02-11,L,Mortgage Delinquencies
2021-02-11,L,Natural Gas Storage
2021-02-11,L,30-y Bond Auction
2021-02-12,L,Prelim UoM Consumer Sentiment
2021-02-12,L,Prelim UoM Inflation Expectations
2021-02-15,N,Bank Holiday
2021-02-16,L,Empire State Manufacturing Index
2021-02-16,L,FOMC Member Bowman Speaks
2021-02-16,L,FOMC Member Daly Speaks
2021-02-16,L,TIC Long-Term Purchases
2021-02-17,H,Core Retail Sales m/m
2021-02-17,H,Retail Sales m/m
2021-02-17,L,Core PPI m/m
2021-02-17,L,PPI m/m
2021-02-17,L,FOMC Member Barkin Speaks
2021-02-17,L,Capacity Utilization Rate
2021-02-17,L,Industrial Production m/m
2021-02-17,L,Business Inventories m/m
2021-02-17,L,NAHB Housing Market Index
2021-02-17,M,FOMC Meeting Minutes
2021-02-18,L,FOMC Member Brainard Speaks
2021-02-18,M,Philly Fed Manufacturing Index
2021-02-18,L,Building Permits
2021-02-18,L,Housing Starts
2021-02-18,L,Import Prices m/m
2021-02-18,L,Unemployment Claims
2021-02-18,L,Natural Gas Storage
2021-02-18,M,Crude Oil Inventories
2021-02-19,L,FOMC Member Barkin Speaks
2021-02-19,M,Flash Manufacturing PMI
2021-02-19,L,Flash Services PMI
2021-02-19,L,Existing Home Sales
2021-02-19,L,Fed Monetary Policy Report
2021-02-22,L,CB Leading Index m/m
2021-02-22,L,FOMC Member Bowman Speaks
2021-02-23,L,HPI m/m
2021-02-23,L,S&P/CS Composite-20 HPI y/y
2021-02-23,L,Richmond Manufacturing Index
2021-02-23,H,Fed Chair Powell Testifies
2021-02-23,M,CB Consumer Confidence
2021-02-24,H,Fed Chair Powell Testifies
2021-02-24,L,New Home Sales
2021-02-24,M,Crude Oil Inventories
2021-02-24,L,FOMC Member Brainard Speaks
2021-02-24,L,FOMC Member Clarida Speaks
2021-02-24,L,FOMC Member Clarida Speaks
2021-02-25,M,Prelim GDP q/q
2021-02-25,L,Core Durable Goods Orders m/m
2021-02-25,L,Durable Goods Orders m/m
2021-02-25,L,FOMC Member Bostic Speaks
2021-02-25,L,Prelim GDP Price Index q/q
2021-02-25,L,Unemployment Claims
2021-02-25,L,Pending Home Sales m/m
2021-02-25,L,Natural Gas Storage
2021-02-25,L,FOMC Member Quarles Speaks
2021-02-25,L,FOMC Member Bostic Speaks
2021-02-26,L,Core PCE Price Index m/m
2021-02-26,L,Goods Trade Balance
2021-02-26,L,Personal Income m/m
2021-02-26,L,Personal Spending m/m
2021-02-26,L,Prelim Wholesale Inventories m/m
2021-02-26,M,Chicago PMI
2021-02-26,L,Revised UoM Consumer Sentiment
2021-02-26,L,Revised UoM Inflation Expectations
2021-03-01,L,FOMC Member Williams Speaks
2021-03-01,L,FOMC Member Brainard Speaks
2021-03-01,M,Final Manufacturing PMI
2021-03-01,H,ISM Manufacturing PMI
2021-03-01,L,Construction Spending m/m
2021-03-01,L,ISM Manufacturing Prices
2021-03-02,L,RCM/TIPP Economic Optimism
2021-03-02,L,Wards Total Vehicle Sales
2021-03-02,L,FOMC Member Brainard Speaks
2021-03-02,L,FOMC Member Daly Speaks
2021-03-03,M,ADP Non-Farm Employment Change
2021-03-03,L,Final Services PMI
2021-03-03,M,ISM Services PMI
2021-03-03,M,Crude Oil Inventories
2021-03-03,L,FOMC Member Evans Speaks
2021-03-03,L,Beige Book
2021-03-04,L,Challenger Job Cuts y/y
2021-03-04,L,Revised Nonfarm Productivity q/q
2021-03-04,L,Revised Unit Labor Costs q/q
2021-03-04,L,Unemployment Claims
2021-03-04,L,Factory Orders m/m
2021-03-04,L,Natural Gas Storage
2021-03-04,H,Fed Chair Powell Speaks
2021-03-05,H,Average Hourly Earnings m/m
2021-03-05,H,Non-Farm Employment Change
2021-03-05,H,Unemployment Rate
2021-03-05,L,Trade Balance
2021-03-05,L,Consumer Credit m/m
2021-03-08,L,Final Wholesale Inventories m/m
2021-03-09,L,NFIB Small Business Index
2021-03-10,H,CPI y/y
2021-03-10,H,Core CPI m/m
2021-03-10,H,CPI m/m
2021-03-10,M,Crude Oil Inventories
2021-03-10,M,10-y Bond Auction
2021-03-10,L,Federal Budget Balance
2021-03-11,L,Unemployment Claims
2021-03-11,L,JOLTS Job Openings
2021-03-11,L,Natural Gas Storage
2021-03-11,M,30-y Bond Auction
2021-03-12,L,Core PPI m/m
2021-03-12,L,PPI m/m
2021-03-12,L,Prelim UoM Consumer Sentiment
2021-03-12,L,Prelim UoM Inflation Expectations
2021-03-14,N,Daylight Saving Time Shift
2021-03-15,L,Empire State Manufacturing Index
2021-03-15,L,TIC Long-Term Purchases
2021-03-16,H,Core Retail Sales m/m
2021-03-16,H,Retail Sales m/m
2021-03-16,L,Import Prices m/m
2021-03-16,L,Capacity Utilization Rate
2021-03-16,L,Industrial Production m/m
2021-03-16,L,Business Inventories m/m
2021-03-16,L,NAHB Housing Market Index
2021-03-17,L,Building Permits
2021-03-17,L,Housing Starts
2021-03-17,M,Crude Oil Inventories
2021-03-17,H,FOMC Economic Projections
2021-03-17,H,FOMC Statement
2021-03-17,M,Federal Funds Rate
2021-03-17,H,FOMC Press Conference
2021-03-18,M,Philly Fed Manufacturing Index
2021-03-18,L,Unemployment Claims
2021-03-18,L,CB Leading Index m/m
2021-03-18,L,Natural Gas Storage
2021-03-18,H,Fed Chair Powell Speaks
2021-03-19,H,Fed Announcement
2021-03-22,H,Fed Chair Powell Speaks
2021-03-22,L,Existing Home Sales
2021-03-22,L,FOMC Member Barkin Speaks
2021-03-22,L,FOMC Member Daly Speaks
2021-03-22,L,FOMC Member Quarles Speaks
2021-03-22,L,FOMC Member Bowman Speaks
2021-03-23,L,Current Account
2021-03-23,L,Richmond Manufacturing Index
2021-03-23,L,New Home Sales
2021-03-23,L,FOMC Member Bostic Speaks
2021-03-23,H,Fed Chair Powell Testifies
2021-03-23,L,FOMC Member Brainard Speaks
2021-03-23,L,FOMC Member Williams Speaks
2021-03-23,L,FOMC Member Brainard Speaks
2021-03-24,L,Core Durable Goods Orders m/m
2021-03-24,L,Durable Goods Orders m/m
2021-03-24,M,Flash Manufacturing PMI
2021-03-24,L,Flash Services PMI
2021-03-24,H,Fed Chair Powell Testifies
2021-03-24,M,Crude Oil Inventories
2021-03-24,L,FOMC Member Williams Speaks
2021-03-24,L,FOMC Member Daly Speaks
2021-03-24,L,FOMC Member Evans Speaks
2021-03-25,L,FOMC Member Williams Speaks
2021-03-25,M,Final GDP q/q
2021-03-25,L,Final GDP Price Index q/q
2021-03-25,L,Unemployment Claims
2021-03-25,L,FOMC Member Clarida Speaks
2021-03-25,L,FOMC Member Williams Speaks
2021-03-25,L,Natural Gas Storage
2021-03-25,L,FOMC Member Bostic Speaks
2021-03-25,L,FOMC Member Evans Speaks
2021-03-25,L,FOMC Member Daly Speaks
2021-03-26,L,Core PCE Price Index m/m
2021-03-26,L,Goods Trade Balance
2021-03-26,L,Personal Income m/m
2021-03-26,L,Personal Spending m/m
2021-03-26,L,Prelim Wholesale Inventories m/m
2021-03-26,L,Revised UoM Consumer Sentiment
2021-03-26,L,Revised UoM Inflation Expectations
2021-03-29,L,FOMC Member Waller Speaks
2021-03-30,L,FOMC Member Quarles Speaks
2021-03-30,L,HPI m/m
2021-03-30,L,S&P/CS Composite-20 HPI y/y
2021-03-30,M,CB Consumer Confidence
2021-03-30,L,FOMC Member Bostic Speaks
2021-03-30,L,FOMC Member Williams Speaks
2021-03-31,H,ADP Non-Farm Employment Change
2021-03-31,L,Chicago PMI
2021-03-31,M,Pending Home Sales m/m
2021-03-31,M,Crude Oil Inventories
2021-03-31,H,President Biden Speaks
2021-04-01,L,Challenger Job Cuts y/y
2021-04-01,L,Unemployment Claims
2021-04-01,L,Final Manufacturing PMI
2021-04-01,M,ISM Manufacturing PMI
2021-04-01,L,Construction Spending m/m
2021-04-01,L,ISM Manufacturing Prices
2021-04-01,L,Wards Total Vehicle Sales
2021-04-01,L,Natural Gas Storage
2021-04-02,H,Average Hourly Earnings m/m
2021-04-02,H,Non-Farm Employment Change
2021-04-02,H,Unemployment Rate
2021-04-02,L,FOMC Member Bostic Speaks
2021-04-05,L,Final Services PMI
2021-04-05,M,ISM Services PMI
2021-04-05,L,Factory Orders m/m
2021-04-05,H,Treasury Sec Yellen Speaks
2021-04-06,L,RCM/TIPP Economic Optimism
2021-04-06,L,JOLTS Job Openings
2021-04-07,L,FOMC Member Evans Speaks
2021-04-07,L,Trade Balance
2021-04-07,M,Crude Oil Inventories
2021-04-07,L,FOMC Member Barkin Speaks
2021-04-07,L,FOMC Member Daly Speaks
2021-04-07,H,President Biden Speaks
2021-04-07,H,FOMC Meeting Minutes
2021-04-07,L,Consumer Credit m/m
2021-04-08,M,Unemployment Claims
2021-04-08,L,Natural Gas Storage
2021-04-08,H,Fed Chair Powell Speaks
2021-04-09,L,Core PPI m/m
2021-04-09,L,PPI m/m
2021-04-09,L,Final Wholesale Inventories m/m
2021-04-11,H,Fed Chair Powell Speaks
2021-04-12,M,10-y Bond Auction
2021-04-12,L,Federal Budget Balance
2021-04-13,L,NFIB Small Business Index
2021-04-13,H,Core CPI m/m
2021-04-13,H,CPI m/m
2021-04-13,H,CPI y/y
2021-04-13,M,30-y Bond Auction
2021-04-13,L,FOMC Member Bostic Speaks
2021-04-14,L,Import Prices m/m
2021-04-14,M,Crude Oil Inventories
2021-04-14,H,Fed Chair Powell Speaks
2021-04-14,L,Beige Book
2021-04-14,L,FOMC Member Williams Speaks
2021-04-14,L,FOMC Member Clarida Speaks
2021-04-14,L,FOMC Member Bostic Speaks
2021-04-15,H,Core Retail Sales m/m
2021-04-15,H,Retail Sales m/m
2021-04-15,M,Philly Fed Manufacturing Index
2021-04-15,M,Unemployment Claims
2021-04-15,L,Empire State Manufacturing Index
2021-04-15,L,Capacity Utilization Rate
2021-04-15,L,Industrial Production m/m
2021-04-15,L,Business Inventories m/m
2021-04-15,L,NAHB Housing Market Index
2021-04-15,L,Natural Gas Storage
2021-04-15,L,FOMC Member Bostic Speaks
2021-04-15,L,FOMC Member Daly Speaks
2021-04-15,L,TIC Long-Term Purchases
2021-04-16,L,Building Permits
2021-04-16,L,Housing Starts
2021-04-16,M,Treasury Currency Report
2021-04-16,M,Prelim UoM Consumer Sentiment
2021-04-16,L,Prelim UoM Inflation Expectations
2021-04-21,M,Crude Oil Inventories
2021-04-22,M,Unemployment Claims
2021-04-22,L,CB Leading Index m/m
2021-04-22,L,Existing Home Sales
2021-04-22,L,Natural Gas Storage
2021-04-23,M,Flash Manufacturing PMI
2021-04-23,L,Flash Services PMI
2021-04-23,L,New Home Sales
2021-04-26,L,Core Durable Goods Orders m/m
2021-04-26,L,Durable Goods Orders m/m
2021-04-27,L,HPI m/m
2021-04-27,L,S&P/CS Composite-20 HPI y/y
2021-04-27,L,Richmond Manufacturing Index
2021-04-27,M,CB Consumer Confidence
2021-04-28,L,Goods Trade Balance
2021-04-28,L,Prelim Wholesale Inventories m/m
2021-04-28,M,Crude Oil Inventories
2021-04-28,H,FOMC Statement
2021-04-28,M,Federal Funds Rate
2021-04-28,H,FOMC Press Conference
2021-04-28,H,President Biden Speaks
2021-04-29,H,Advance GDP q/q
2021-04-29,M,Advance GDP Price Index q/q
2021-04-29,M,Unemployment Claims
2021-04-29,M,Pending Home Sales m/m
2021-04-29,L,Natural Gas Storage
2021-04-30,L,Core PCE Price Index m/m
2021-04-30,L,Employment Cost Index q/q
2021-04-30,L,Personal Income m/m
2021-04-30,L,Personal Spending m/m
2021-04-30,L,Chicago PMI
2021-04-30,L,Revised UoM Consumer Sentiment
2021-04-30,L,Revised UoM Inflation Expectations
2021-05-03,L,Final Manufacturing PMI
2021-05-03,M,ISM Manufacturing PMI
2021-05-03,L,Construction Spending m/m
2021-05-03,L,ISM Manufacturing Prices
2021-05-03,L,Wards Total Vehicle Sales
2021-05-03,L,Loan Officer Survey
2021-05-03,L,FOMC Member Williams Speaks
2021-05-03,H,Fed Chair Powell Speaks
2021-05-04,L,Trade Balance
2021-05-04,L,RCM/TIPP Economic Optimism
2021-05-04,L,Factory Orders m/m
2021-05-04,L,FOMC Member Daly Speaks
2021-05-05,M,ADP Non-Farm Employment Change
2021-05-05,L,FOMC Member Evans Speaks
2021-05-05,L,Final Services PMI
2021-05-05,M,ISM Services PMI
2021-05-05,M,Crude Oil Inventories
2021-05-05,L,FOMC Member Evans Speaks
2021-05-06,L,Challenger Job Cuts y/y
2021-05-06,M,Unemployment Claims
2021-05-06,L,Prelim Nonfarm Productivity q/q
2021-05-06,L,Prelim Unit Labor Costs q/q
2021-05-06,L,FOMC Member Williams Speaks
2021-05-06,L,Natural Gas Storage
2021-05-06,L,FOMC Member Bostic Speaks
2021-05-06,L,FOMC Financial Stability Report
2021-05-07,H,Average Hourly Earnings m/m
2021-05-07,H,Non-Farm Employment Change
2021-05-07,H,Unemployment Rate
2021-05-07,L,FOMC Member Barkin Speaks
